Date,Opinion,Pro,TweetText
3/6/19 2:36,Positive,,"The foundation stone for the resitement of BPCL Depot Raichur to Kalaburagi will be laid. \n\nA women\xe2\x80\x99s hostel for students from the Northeast at Bangalore University will also be dedicated to the nation. \n\nLater, I shall address a @BJP4Karnataka gathering in Kalaburagi.'"
3/6/19 2:35,Positive,,"I will be in Kalaburagi today to launch key development projects. \n\nESIC Hospital and Medical College, Bengaluru, and the Super Specialty Block of KIMS, Hubballi will be dedicated to the nation. \n\nThere will also be an interaction with Ayushman Bharat beneficiaries.'"
3/5/19 16:36,Neutral,,"Last month, I had the honour of seeking the blessings of Boro Ma Binapani Thakur at Thakurnagar. I will always cherish the interaction I had with her. We stand in solidarity with the Matua community in this hour of sadness. https://t.co/kiD1FC3HWc'"
3/5/19 16:36,Positive,,"Boro Ma Binapani Thakur was an icon of our times. A source of great strength and inspiration for several people, Boro Ma\xe2\x80\x99s rich ideals will continue to influence generations. Her emphasis on social justice and harmony will never be forgotten.'"
3/5/19 15:35,Positive,,"Earlier today, prayed at Shree Annapurna Dham in Adalaj, Gujarat. https://t.co/eReZzf7bsx'"
3/5/19 15:29,Positive,,"In Dhar, interacted with beneficiaries of Ayushman Bharat. \n\nGlad that this initiative has transformed the lives of many by providing top quality and affordable healthcare. https://t.co/nRAee1EbYD'"
3/5/19 15:25,Neutral,,"Sharing some pictures from the massive rally in Dhar, Madhya Pradesh. @BJP4MP https://t.co/pY5QXYCrty'"
3/5/19 7:22,Positive,,Empowering every citizen. Launching the PM Shram Yogi Maan Dhan Yojana. https://t.co/I9oto5qQsG'
3/5/19 4:26,Positive,,"Dear @ChouhanShivraj Ji, best wishes on your birthday. Your energy and humility have endeared you to all sections of society. Madhya Pradesh always remembers your outstanding governance. \n\nLooking forward to being in Dhar later today and being with @BJP4MP Karyakartas.'"
3/5/19 4:24,Positive,,Remembering Biju Babu on his Jayanti. His noteworthy efforts for Odisha\xe2\x80\x99s development continue to be cherished by generations. He undertook numerous measures for empowerment of the poor and marginalised during his long years in public service.'
3/4/19 17:53,Positive,,"On the auspicious occasion of Mahashivratri, prayed at the Dholeshwar Mahadev Temple in Gandhinagar. \n\nHar Har Mahadev! https://t.co/OcgydqGKQQ'"
3/4/19 17:50,Positive,,"Here is how the dream of \xe2\x80\x98One Nation, One Card\xe2\x80\x99 was fulfilled today, furthering \xe2\x80\x98Ease of Living\xe2\x80\x99 for several citizens. https://t.co/Aw5AV3pQvQ'"
3/4/19 17:49,Positive,,"It\xe2\x80\x99s a memorable day in Ahmedabad\xe2\x80\x99s history. \n\nOur beloved Ahmedabad gets a Metro! \n\nInaugurated Phase-1, travelled on the metro and laid the foundation stone for Phase-2. \n\nWe want to provide convenient, and cost effective transportation in our cities. https://t.co/ybJEtdsJCV'"
3/4/19 15:36,Positive,,We are committed to building a society where gender sensitivity and gender equality are vital cornerstones https://t.co/L8rAiV91BX'
3/4/19 15:35,Positive,,"With the blessings of Maa Umiya, the Bhumipujan of Vishv Umiyadham took place amidst unparalleled enthusiasm. Here are some glimpses. https://t.co/ZLIjJHn2TJ'"
3/4/19 15:27,Positive,,The Guru Gobind Singh Hospital is a state-of-the-art centre that will improve healthcare infrastructure in Jamnagar and surrounding areas. Glad to have inaugurated it today. https://t.co/k2MpKdqPoD'
3/4/19 15:24,Positive,,"People from all walks of life joined the public meeting at Jamnagar.\n\nSpoke about Gujarat's outstanding growth trajectory. Also highlighted the importance of water conservation and discussed the important steps taken by the NDA Government for farmer welfare. https://t.co/Jlt4OkfmcY"""
3/4/19 13:47,Positive,,Speaking at the inauguration of New Civil Hospital in Ahmedabad..Join Live! https://t.co/z7wSBZkPAa'
3/4/19 10:23,Positive,,Jai Umiya Mata! At the Bhumipujan of Vishv Umiyadham. https://t.co/oSCu65jh5s'
3/4/19 7:11,Positive,,Delighted to be in Jamnagar. Inaugurating various development works. Watch. https://t.co/KqMavEOJk4'
3/4/19 2:15,Positive,,#Mahashivratri greetings to everyone. \n\n#\xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb6\xe0\xa4\xbf\xe0\xa4\xb5\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xbf \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\xbe\xe0\xa4\xb5\xe0\xa4\xa8 \xe0\xa4\x85\xe0\xa4\xb5\xe0\xa4\xb8\xe0\xa4\xb0 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xb6\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb8\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xac\xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\xa4-\xe0\xa4\xac\xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\xa4 \xe0\xa4\xb6\xe0\xa5\x81\xe0\xa4\xad\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\x8f\xe0\xa4\x82\xe0\xa5\xa4 \n\n\xe0\xa4\x8a\xe0\xa4\x81 \xe0\xa4\xa8\xe0\xa4\xae: \xe0\xa4\xb6\xe0\xa4\xbf\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xaf!'
3/3/19 17:00,Positive,,"In Ahmedabad, will inaugurate the New Civil Hospital. Shall also dedicate to the nation, a Women Children &amp; Super Specialty Hospital, Cancer Hospital, Eye Hospital and Dental Hospital. This health infrastructure will greatly help people get affordable &amp; quality healthcare. https://t.co/btf2cRXiuQ'"
3/3/19 17:00,Positive,,"In Ahmedabad, various projects relating to healthcare and the railways will also be dedicated to the nation. https://t.co/YOdD77D73n'"
3/3/19 16:58,Positive,,4th March 2019- a historic day for the wonderful people of Ahmedabad. \n\nPhase-1 of the Ahmedabad Metro is going to be inaugurated. This project will further \xe2\x80\x98Ease of Living\xe2\x80\x99 for the people of Ahmedabad. \n\nThe foundation stone for Phase-2 of the Metro will also be laid. https://t.co/MGxWaccYqP'
3/3/19 16:56,Positive,,"At Jaspur, I will lay the foundation stone for the Vishva Umiyadham Complex. \n\nAfter that, I would be going to Ahmedabad to inaugurate vital infrastructure projects for the city.'"
3/3/19 16:55,Positive,,The Bandra-Jamnagar Humsafar Express will be flagged off tomorrow. \n\nA 51 km long pipeline from Aaji-3 to Khijadiya will be dedicated to the nation. \n\nThe foundation stone to double the Rajkot-Kanalus Railway line will also be laid.'
3/3/19 16:55,Positive,,"I look forward to visiting Gujarat tomorrow and the day after. I will be joining programmes in various parts of the state. \n\nIn Jamnagar, I will dedicate to the nation the Annexe of the Guru Gobind Singh Hospital. Various works relating to the SAUNI Yojana will also be unveiled.'"
3/3/19 15:34,Positive,,"The NDA Government is proud of our Defence Forces and will do everything possible to strengthen the forces.\n\nThose who ruled India for years neglected the forces when in power and now, when they are out of power these people are busy questioning our forces. \n\nShame! https://t.co/1KBYVFrYxd'"
3/3/19 15:34,Positive,Pro Gov,"The work done by the NDA Government for Amethi should have been done years ago.\n\nSadly, it was not done. https://t.co/fnVjZs8Ur3'"
3/3/19 15:33,Positive,,"A boost to \xe2\x80\x98Make in India\xe2\x80\x99 and India-Russia friendship. \n\nThe AK-203, that will be manufactured in Amethi will strengthen our armed forces and help them fight terrorists. https://t.co/l08lQZ4DJz'"
3/3/19 15:31,Positive,,"Gratitude to the people of Amethi for blessing us today.\n\nThose in whom the people of Amethi placed their faith have ignored this great place for several years. \n\nIn the 2019 elections, history will be created in Amethi! https://t.co/OETYg5XymV'"
3/3/19 13:25,Positive,,Great atmosphere at the NDA rally in Patna. I thank all those who joined the rally at the historic Gandhi Maidan. https://t.co/UV4ol7q9Ec'
3/3/19 11:27,Positive,,NDA Government is committed to Amethi\xe2\x80\x99s progress. Addressing a public meeting in Amethi. Watch. https://t.co/fk2g2PYqkN'
3/3/19 4:33,Positive,,Looking forward to being among my sisters and brothers of Amethi today. \nhttps://t.co/0ykWiviZiZ\n\nvia NaMo App https://t.co/uLt1P2lCFR'
3/3/19 4:31,Positive,,"This afternoon, I would be joining the NDA rally at Patna\xe2\x80\x99s iconic Gandhi Maidan. \n\nWatch my address at the rally live on the NaMo App.'"
3/3/19 3:26,Positive,,Their token approach versus our total approach...here is a glimpse of which approach has been more effective. https://t.co/mFJoXg9jke'
3/3/19 3:25,Positive,,"Congress' approach of doles and deals harmed our Jawans and Kisans the most.\n\nNow, times have changed. Public welfare and poverty alleviation matter over everything else. https://t.co/lu6jSCF1IU"""
3/3/19 3:23,Positive,,This is a New India. \n\nWe are fully capable of protecting our nation and giving a befitting reply to those who disturb the atmosphere of peace. https://t.co/6e5m3WS4Zx'
3/2/19 16:39,Positive,,Interacting with bright youngsters at the Grand Finale of Smart India Hackathon. https://t.co/Fz0rZTwFFJ'
3/2/19 15:02,Positive,,Speaking at the India Today Conclave on a wide range of issues. Watch! https://t.co/9v2U0dQfH3'
3/2/19 13:52,Positive,,"At 8 PM, will be addressing the @IndiaToday Conclave 2019. Watch my address on channels of the India Today group. #LetsConclave19'"
3/2/19 12:05,Positive,Pro Gov,"Congratulations to @BJP4India family for the successful organisation of the #BJPVijaySankalpBikeRally in various parts of India. I thank people from all walks of life, particularly my young friends for joining the rallies in large numbers. Great seeing such energy and positivity.'"
2/25/19 16:45,Negative,,I found it surprising that the Congress would oppose Aadhaar but the reasons are now clear. Know why... https://t.co/VeLke2YYxU'
2/24/19 12:02,Positive,Pro Gov,"For @BJP4India, hardworking Karyakartas are the biggest assets of the party. \n\nThey are serving society with great diligence. \n\nOn 28th February, I look forward to interacting with crores of Karyakartas, spread across more than 15,000 locations. #MeraBoothSabseMazboot https://t.co/BRN1pcIsgO'"
2/23/19 12:17,Neutral,,Lok Sabha MP Shri S Rajendran will be remembered for his community service initiatives. He diligently worked for the development of Viluppuram and Tamil Nadu. Saddened by his demise. My thoughts are with his family and supporters in this hour of grief.'
2/18/19 4:06,Positive,,Happy to know about the successful operation. \n\nBest wishes for your good health Ashok Ji. @ashokgehlot51 https://t.co/jRWYjc3oi6'
2/16/19 13:00,Positive ,Pro Gov,"Ayushman Bharat is having a positive impact among the poor, SC and ST communities of Maharashtra. \n\nThanks to Ayushman Bharat, good quality and affordable healthcare is no longer a dream\xe2\x80\xa6 https://t.co/vGrhh90vIv'"
2/16/19 12:57,Neutral,,"The dastardly attack in Pulwama has anguished the nation. \n\nYes, this is a time of great sadness. \n\nBut, I assure every family that a befitting reply will be given! https://t.co/k9eSlfAePf'"
2/13/19 4:45,Positive,,I wholeheartedly support the #DrugFreeIndia movement organised by @SriSri Ji and his team. Their efforts will spread great awareness on the menace of substance abuse. Efforts like these reflect the collective will of our society towards a better and healthier future. @ArtofLiving'
2/12/19 12:53,Positive,Pro Gov,I am really happy to see @BJP4India leaders and Karyakartas strengthen the #MeraParivarBhajapaParivar movement across India. \n\nIt is wonderful to see the BJP endearing itself to all sections of society and being at the forefront of raising issues of public welfare.'
2/11/19 14:46,Positive,,3 billion meals is a remarkable feat!\n\nHappy to have joined the programme organised by the Akshaya Patra Foundation and interact with these wonderful youngsters. https://t.co/Elcy7pNBg'
2/10/19 13:27,Negative,Pro Gov,"Never forget how arrogant Congress ministers insulted the middle class. In all their years in power they didn\xe2\x80\x99t do anything for the middle class. \n\nIn our 55 months, the NDA has focused on \xe2\x80\x98Ease of Living\xe2\x80\x99 for the middle class. https://t.co/mZ8CmaA6wu'"
2/10/19 13:23,Negative,Pro Gov,"Here a deal, there a deal, everywhere a deal...this is how Congress views defence sector. Always wanting to make money. \n\nFor us, what matters is a strong India and the welfare of those who serve the nation. https://t.co/Uk2GyJevGv'"
2/10/19 8:56,Positive,Pro Gov,"The BJP has served, is serving and always will serve the people of Andhra Pradesh. \n\nIn the last four and a half years, whatever had to be done to ensure justice for my sisters and brothers of Andhra Pradesh, we have done.\xc2\xa0\n\nWe stand with Andra Pradesh and its great people. https://t.co/FwjbblvwUS'"
2/10/19 8:47,Negative,Pro Gov,"From fighting the Dushta Congress under the formidable NTR Garu to becoming a Dost of Congress, the TDP has come a long way. \n\nAndhra Pradesh has seen the TDP\xe2\x80\x99s true colours. https://t.co/6tRpJ92vMp'"
2/9/19 16:35,Positive,,Honoured to have unveiled a statue of the great Maharaja Bir Bikram Kishore Manikya Bahadur at the airport in Agartala. https://t.co/mecMeU7sxl'
2/9/19 12:23,Negative,Pro Gov,"During Congress rule, the headlines from the Northeast indicated sheer neglect and apathy. The headlines now reflect positivity and development. \n\nCongress has zero respect for Assam\xe2\x80\x99s culture. They had no will to implement important parts of the Assam Accord.'"
2/9/19 12:16,Positive,Pro Gov,"When it comes to Bharat Ratnas, those who ruled the nation for 55 years had a fixed approach- the award for some was reserved the moment they were born while others were ignored. \n\nAtal Ji\xe2\x80\x99s Government and the present NDA Government honoured two greats from Assam. https://t.co/ythLqhNcnq'"
2/9/19 9:10,Negative,Pro Gov,"55 years of one party and 55 months of BJP... in all spheres of Arunachal Pradesh\xe2\x80\x99s development, our work has been quicker and all-inclusive. \n\nThe Congress ignored the youth of the state and their apathy towards the Jawans guarding our nation is anyway well known. https://t.co/lTZys2q6yG'"
2/9/19 9:05,Positive,Pro Gov,"Arunachal Pradesh...\n\nA land associated with the rising Sun, brightness and a land that is home to courageous and warm-hearted people. \n\nHappy to have been in Itanagar. Several projects were initiated that will transform lives of the people of the state. https://t.co/tZ0LWY6XAm'"
2/9/19 8:07,Positive,,I bow to Assam\xe2\x80\x99s great culture. Addressing a rally in Amingaon. Watch. https://t.co/pjRoUN9AeO'
2/8/19 15:27,Negative,Pro Gov,Congress style of politics- every ten years promise a waiver that is poorly conceived and benefits only a handful of farmers. \n\nIn Chhattisgarh Congress came to power promising waivers too but it\xe2\x80\x99s been two months and the benefits have not reached the farmers. \n\nShame. https://t.co/jMagrpjSVV'
2/8/19 15:24,Negative,Pro Gov,"Pictures from the public meeting in Raigarh.\n\nPeople of Chhattisgarh are already disappointed with the Congress government in the state. \n\nI talked about the steps taken by the Centre for the welfare of the farmers, middle class and unorganised sector. @BJP4CGState https://t.co/NoToIahn2m'"
2/8/19 1:53,Positive,Pro Gov,Various development projects will be initiated in Jalpaiguri today. \n\nThese will greatly benefit the people of West Bengal. \n\nhttps://t.co/HNOjDIS4nQ'
2/7/19 16:43,Negative,Pro Gov,"History, Congress style:\n\nBC- Before Congress\xe2\x80\xa6the era where nothing happened.\n\nAD- After dynasty\xe2\x80\xa6the era where everything happened and that too thanks to one family. \n\nThis is reflective of the arrogance that got them from 400 to 44! https://t.co/MApE5IrqtX'"
2/7/19 16:42,Negative,Pro Gov,"Congress imposed Emergency.\nCongress insults the Armed Forces.\nCongress goes on foreign soil and spreads lies about democratic processes.\nCongress misuses Article 356.\n\nYet, they say Modi destroys institutions. \nHow much do they lie? https://t.co/bz7hVBArzG'"
2/3/19 16:36,Positive,,"Had the wonderful opportunity of interacting with Sarpanchs from across Jammu and Kashmir. \n\nI admire these remarkable men and women, who have shown great courage and are working to transform lives. https://t.co/wFSFRXJdTD'"
2/3/19 16:33,Negative,Pro Gov,"The NDA Government has made sincere efforts to enhance the prosperity of farmers.\n\nAll the Congress could do for years is to think about poorly conceived loan waivers!\n\nWhen the PM Kisan Samman Nidhi was announced, the Opposition was stunned. \n\nhttps://t.co/cn4IgVN1od'"
1/29/19 4:07,Positive,,"When we think of Mr. George Fernandes, we remember most notably the fiery trade union leader who fought for justice, the leader who could humble the mightiest of politicians at the hustings, a visionary Railway Minister and a great Defence Minister who made India safe and strong.'"
1/29/19 4:06,Neutral,,"George Sahab represented the best of India\xe2\x80\x99s political leadership. \n\nFrank and fearless, forthright and farsighted, he made a valuable contribution to our country. He was among the most effective voices for the rights of the poor and marginalised. \n\nSaddened by his passing away.'"
1/28/19 14:14,Positive,,The people of Madurai welcomed me with great enthusiasm. \n\nIt is my privilege that I have got the opportunity to work for the development of Tamil Nadu. https://t.co/DObV9QOzSt'
1/28/19 14:12,Positive ,,"Seeing the brilliant youngsters of the NCC reaffirms my belief that India's future is bright thanks to our talented Yuva Shakti. https://t.co/M8stIHaZBs"""
1/28/19 9:22,Positive ,Pro Gov,"Thanks to the power of technology, Pariksha Pe Charcha Townhall Programme can be seen in several schools and colleges across India. \n\nThis is an excellent opportunity to show solidarity with our hardworking and talented students who are preparing for exams.'"
1/28/19 9:18,Positive,,"Happy to see this. \n\nThese mementos I got during various programmes showcase the best of India\xe2\x80\x99s diversity and artistic skills.\nFor years, the mementos I receive have been auctioned.\n\nThe proceeds of these mementoes will go towards Namami Gange. Know more.\nhttps://t.co/24KXmM28ck'"
1/27/19 17:12,Negative,Pro Gov,"To settle personal scores, leaders of the Kerala Congress played with India\xe2\x80\x99s strategic interests. \n\nCan such a Party ever think about the welfare of 130 crore Indians? https://t.co/IHxPw75sK4'"
1/27/19 17:12,Negative,Pro Gov,The Opposition is bankrupt when it comes to a positive agenda for India\xe2\x80\x99s development.\n\nTheir respect for institutions is minimal.\n\nCongress leaders are also going abroad to insult people\xe2\x80\x99s mandates.\n\n130 crore Indians are seeing everything! They will punish such forces. https://t.co/SumAmymgIm'
1/26/19 12:12,Positive,,"I had a great interaction with @YourStoryCo on aspects relating to startups, innovation, entrepreneurship, MSME sector and more. Have a look. https://t.co/hCA6s51LJW'"
1/25/19 15:03,Positive,,"The songs and music of Shri Bhupen Hazarika are admired by people across generations. From them radiates the message of justice, harmony and brotherhood. \n\nHe popularised India's musical traditions globally. \n\nHappy that the Bharat Ratna has been conferred on Bhupen Da."""
1/25/19 13:28,Positive,,"India and South Africa are shaped by the ideals of the great Mahatma Gandhi and the venerable Madiba. \n\nGuided by their thoughts, we are committed towards ensuring peace and prosperity for the people of our nations as well as deepening cooperation in various sectors. https://t.co/lo8JSk3aaf'"
1/24/19 13:55,Positive,,Dev Dushyantkumar Joshi has distinguished himself as an actor. His work in TV serials has been admired all over. Happy to have met this winner of the Bal Shakti Puraskar. https://t.co/jFtXN2fpMA'
1/24/19 13:44,Positive,,Meeting and knowing brave Nikhil Jituri was a pleasure. He saved the life of a two-year-old who accidentally fell into a deep open well. Our young friend from Karnataka showed great courage and presence of mind. I congratulate Nikhil on winning the Bal Shakti Puraskar! https://t.co/kcQXjyB0dm'
1/24/19 13:36,Positive,,"Anish, from Haryana, is great at aiming and achieving. He is an international Gold medalist young shooter who won at the Commonwealth Games in Gold Coast. I congratulate young Anish on winning the Bal Shakti Puraskar and wish him great success in the future! https://t.co/ag61VLybpq'"
1/24/19 13:20,Positive,,More power to Megha Bose\xe2\x80\x99s scholastic zeal! She distinguished herself at several Olympiads and quizzes. It was wonderful to interact with her and discuss a wide range of issues. Happy that she has been conferred the Bal Shakti Puraskar. https://t.co/8Uv8nooNQN'
1/24/19 13:09,Positive,,"Through theatre, Prathyaksha B R has been spreading awareness about the importance of toilets in homes. \n\nShe conducted plays in remote villages of Karnataka and inspired people to construct toilets in their home. \n\nHappy that she has got the Bal Shakti Puraskar. https://t.co/gLL0tvvkvR'"
1/24/19 13:06,Positive,,Delhi\xe2\x80\x99s Madhav Lavakare made an affordable wearable assistive device for the hearing impaired called \xe2\x80\x98Transcribe.\xe2\x80\x99 \nIt aims to bridge the communication gap between hearing impaired persons and those with hearing ability but not knowing sign language.\nHappy to have met him today. https://t.co/0TEqUc6mdA'
1/24/19 13:00,Positive,,"Towering efforts, outstanding outcomes! \nArunima Sen has done great work. She developed a model for energy efficient skyscrapers, solution to increase barley yield &amp; a device determining micronutrient levels in a body using strands of hair. \nGlad she won the Bal Shakti Puraskar. https://t.co/NUrzAVegz5'"
1/23/19 11:08,Positive,Pro Gov,Having a great interaction with Karyakartas from Maharashtra. Watch. https://t.co/GOLEXovUEJ'
1/23/19 7:23,Positive,,"It was extremely humbling to inaugurate four museums relating to India's rich history and culture. \n\nThis entire complex of museums will be known as Kranti Mandir as a tribute to the revolutionary zeal and courage of our great freedom fighters. https://t.co/9mNUTWzUIS"""
1/20/19 13:17,Positive,,Happy to know! My best wishes. https://t.co/2RIREPVVSC'
1/20/19 13:01,Negative,Pro Gov,"NDA governments at the Centre and Maharashtra have undertaken record number of initiatives for the farmers. \n\nOn the contrary, Congress and NCP\xe2\x80\x99s notable contribution was irrigation scam and total apathy towards farmers. https://t.co/lr2S3t6E9r'"
1/20/19 4:21,Positive,,"Looking happy as always, Manoj Bhai! https://t.co/csYxdp5SwL'"
1/20/19 4:18,Positive,,"When @KapilSharmaK9 appreciates somebody's humour, it sure makes that person happy and I am no exception. :)\n\nThank you for the kind words Kapil. https://t.co/SHVTH6vI8p"""
1/20/19 4:17,Positive,,"Happy to have met you, @arrahman. https://t.co/QGQSRmMmnU'"
1/19/19 16:41,Positive,Pro Gov,They got together in Kolkata with no agenda but to stop BJP.\n\nThey talk of democracy in a state where the ruling party does not even allow local elections democratically. \n\n130 crore Indians are watching their games with great amusement. \n\nIndia will give them a befitting reply!'
1/19/19 16:38,Positive,,"The progress made by the Union Territories of Dadra and Nagar Haveli, as well as Daman and Diu in the last four years will make you very happy! https://t.co/NhD1D0oIFT'"
1/18/19 16:31,Positive,,The laser show at Dandi Kutir is wonderful! \n\nTechnology has merged with history and the show takes the viewers through the life of the great Bapu. \n\nHappy to have inaugurated the show today. https://t.co/TOUHJeM880'
1/18/19 16:23,Positive,,I am happy to be visiting the Union Territory of Dadra and Nagar Haveli tomorrow. The foundation stone for a medical college in Sayli will be laid. This institution is going to open many opportunities in the healthcare sector. Youngsters from nearby areas will benefit greatly.'
1/18/19 16:21,Positive,,"Mr. Andrej Babi\xc5\xa1, the Prime Minister of the Czech Republic and I held wide-ranging talks in Gandhinagar. His presence at the Vibrant Gujarat Summit is a great gesture. We discussed bilateral cooperation in defence, transportation and manufacturing. https://t.co/ttVYVcc5Ca'"
1/18/19 10:52,Positive,,Great meeting with PM @JosephMuscat_JM of Malta. Our talks will add tremendous strength to bilateral ties between our nations and benefit the people of our countries. https://t.co/pHwdnNcBCt'
1/17/19 16:27,Positive,,At the Ahmedabad Shopping Festival I too could not resist from shopping! Purchased some Khadi products using the RuPay card.\n\nI urge you all- keep buying Khadi and contribute to the empowerment of lakhs of weavers associated with the industry. It is also a great tribute to Bapu! https://t.co/DVTAIwFJz2'
1/17/19 16:25,Positive,,"Today is a big day for Ahmedabad! \n\nThe city is hosting a first of its kind shopping festival. \n\nThis festival is a great opportunity for entrepreneurs and consumers. It has a wide range of products, a good mix of the traditional and the modern. https://t.co/b8TAkoFMHJ'"
1/16/19 13:59,Positive,,Happy to know. There is always so much to learn from Karyakartas and volunteers. \n\nTheir strong support is cherished by our Party. https://t.co/mQioVXUvTW'
1/15/19 15:18,Positive,Pro Gov,"Today, India is growing rapidly. This is powered by the hard-work &amp; talent of the people of our nation.\n\nFrom economy to ease of doing business &amp; from start-ups to satellites, we are achieving great progress in each sector. https://t.co/5AukEcEr5R'"
1/15/19 13:50,Positive,,"We are happy that due to the efforts of the Centre, rail and air connectivity has improved across Odisha. \n\nWith better connectivity, comes more opportunity and faster development. https://t.co/qBqVpNTGFJ'"
1/14/19 7:19,Positive,,Happy #Uttarayan. \n\nMay you all scale new heights of progress in the times to come. https://t.co/MpEy6BhyF4'
1/14/19 7:13,Positive,,#HappyMakarSankranti to everyone! https://t.co/9LnlZWGDi'
1/13/19 13:05,Positive,,Have a great Lohri! https://t.co/ri7yDxJq1d'
1/12/19 11:11,Negative,Pro Gov,"There is a Common Process, and there is a Congress Process.\n\nThe Congress Process encouraged favouritism, corruption, nepotism and compromised India\xe2\x80\x99s welfare.\n\nAfter coming to power, we transformed the processes and the results are for everyone to see. https://t.co/n3py4jIM5G'"
1/11/19 3:26,Negative,Pro Gov,"A TN BJP Karyakarta asked me about the record corruption in the Congress years, which was implicitly admitted by a former PM of their party and the honest, pro-people governance under NDA.\n\nThis is what I said to him. https://t.co/YZUTbFloDZ'"
1/11/19 3:22,Positive,,"Collect, verify and correct.\n\nKnow what I said about how more technology has made access to information easier but also places a great responsibility on us. https://t.co/I2U4m4nT7K'"
1/10/19 16:18,Positive,,"Commendable decisions taken by the GST council, which will greatly help MSMEs, traders and the services sector.\n\nWe remain committed to a simple and people-friendly GST. https://t.co/L4b4bufe1J'"
1/9/19 17:05,Positive,,"By passing The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019, we pay tributes to the makers of our Constitution and the great freedom fighters, who envisioned an India that is strong and inclusive.'"
1/9/19 14:09,Positive,,"More sports, better health and a fitter nation! \n\n#5MinuteAur is a great effort that will further fitness levels across India. \n\nIt\xe2\x80\x99s also wonderful to see noted athletes talk about their own experiences vis-\xc3\xa0-vis spending more time on the field. @kheloindia'"
1/8/19 10:58,Positive,,The foundation stones of the following works will also be laid in Solapur:\n\nUnderground Sewerage System under AMRUT Mission.\nImprovement in Water Supply and Sewerage System.\nAugmentation of Drinking Water Supply from Ujani Dam to Solapur City.\nThese will greatly benefit citizens.'
1/6/19 12:29,Positive,,"People across AP are realising the lies of TDP and the state government. \n\nThe CM has betrayed the great NTR twice. \n\nTelugu pride is about working for the people diligently, not focusing on son-rise and corruption. https://t.co/PitGrCiV6y'"
1/5/19 15:25,Positive,,Thank you Baripada for the great welcome. \n\nHere are pictures from the rally. https://t.co/f6GB2GM8ZL'
1/5/19 15:21,Positive,,"The great Odia culture always gives topmost importance to women empowerment. \n\nHowever, the current Government in Odisha has not worked hard for the welfare of the state\xe2\x80\x99s Nari Shakti. https://t.co/miirjdgpFe'"
1/5/19 13:34,Negative,Pro Gov,"We have transformed the housing sector. More houses are being built with better facilities, allocated without favouritism and aimed at women empowerment. \n\nCongress built few houses, allowed middlemen to make merry and named schemes after members of one family! https://t.co/bKdYGKrymN'"
1/4/19 15:25,Positive,,"A paradigm shift in the way projects are initiated and completed. \n\nHappy to share that work on several projects, including the FCI Food Storage Godown at Sawombung started after 2014 and they have been completed.\n\n This ensures fast paced development. https://t.co/r1VqdEZ189'"
1/4/19 15:20,Negative,Pro Gov,"When it comes to the development of the Northeast, our Government has left no stone unturned. \n\nThe contrast with previous Congress Governments, and the result of our efforts are for everyone to see. https://t.co/jsqbgyx8qc'"
1/4/19 9:56,Positive,,Happy to be among the people of Assam. Watch my speech at Silchar. https://t.co/QQGuOz6Eh0'
1/3/19 14:57,Negative,Pro Gov,"Rewards, Congres style!\n\nIf one is associated with the 1984 anti-Sikh massacre, one gets to become MP, CM thanks to Congress.\n\nInstead of focussing on public welfare, their interest lies more in ensuring people do not sing Vande Mataram.\n\nVery sad... https://t.co/NNOlJqmDc9'"
1/3/19 14:02,Positive,,2018 was a great year for Indian science. \n\nOur nation achieved a lot and we must do a lot more in the years to come so that science continues to enhance India\xe2\x80\x99s progress. https://t.co/unqxdhoT1c'
1/3/19 14:01,Positive,,"Beloved Shastri Ji gave us the slogan- Jai Jawan, Jai Kisan.\n\n20 years ago, the great Atal Ji added Jai Vigyan.\n\nToday, the need of the our is to add Anusandhan (research) to it.\n\nJai Jawan, Jai Kisan, Jai Vigyan, Jai Anusandhan. https://t.co/jpPwS7Yyjz'"
1/3/19 10:15,Positive,,Great euphoria at the huge rally in Gurdaspur. Here is my speech. https://t.co/ScGYpvLNCa'
1/3/19 6:36,Positive,,Our party is blessed to have the support of such hard-working volunteers.\nMy best wishes to everyone. Happy volunteering :)\nhttps://t.co/Vo5PaLEWzK'
