TweetText,Name,Opinion
b'Had a wonderful interaction with winners of Rashtriya Bal Puraskar 2019. https://t.co/wPqvl2CL3Z',Namo,Positive
b'I am grateful to the Bose family for presenting me a cap worn by Netaji Bose himself. \n\nThe cap has been immediately added to the display gallery at Kranti Mandir in the Red Fort complex. \n\nI hope more youngsters come to Kranti Mandir and get inspired by the life of Netaji Bose. https://t.co/ujl6IBmFX5',Namo,Positive
"b'To see Gurudev Tagore\xe2\x80\x99s works at Drishyakala is a treat for art lovers. We all know Gurudev Tagore as a prolific writer but he also had a strong link with the world of art. He produced lots of works, featuring multiple themes. Gurudev\xe2\x80\x99s works were also exhibited internationally.'",Namo,Positive
"b'Works of eminent Indian artists like Raja Ravi Varma, Gurudev Tagore, Amrita Sher-Gil, Abanindranath Tagore, Nandlal Bose, Gaganendranath Tagore, Sailoz Mookherjea amd Jamini Roy are on display at the exhibition.'",Namo,Negative
"b'I would specially urge art lovers to visit Drishyakala, which will take you through the finest aspects of Indian art and culture. \n\nThere are 4 historical exhibitions, spanning three centuries, with over 450 works of art!'",Namo,Positive
"b'Museums on Netaji Bose and Azad Hind Fauj are a key part of Kranti Mandir. History echoes from these walls. In this very building, brave sons of India, Colonel Prem Sahgal, Colonel Gurbaksh Singh Dhillon and Major General Shah Nawaz Khan were put on trial by the colonial rulers.'",Namo,Positive
"b'This complex includes Museums on Netaji Subhas Chandra Bose and the Indian National Army, Yaad-e-Jallian Museum (on Jallianwala Bagh and World War 1), Museum on 1857- India\xe2\x80\x99s First War of Independence and Drishyakala- Museum on Indian Art.'",Namo,Positive
b'These museums being inaugurated today will deepen the connect between our glorious history and our youth as well as add to the patriotic fervour among citizens.',Namo,Positive
"b'I will also inaugurate the Yaad-e-Jallian Museum (on Jallianwala Bagh and World War 1), Museum on 1857- India\xe2\x80\x99s First War of Independence and Drishyakala- Museum on Indian Art at the Red Fort.'",Namo,Positive
"b'In a short while from now, I will be inaugurating Museums on Netaji Subhas Chandra Bose and the Indian National Army at the iconic Red Fort in Delhi.'",Namo,Positive
b'Remembering the courageous Balasaheb Thackeray on his Jayanti. Respected Balasaheb was unwavering in his commitment towards protecting the rights and wellbeing of people. He was bold and was blessed with a sharp intellect and wit. His oratory skills mesmerised lakhs of people.',Namo,Positive
b'I bow to Netaji Subhas Chandra Bose on his Jayanti. \n\nHe was a stalwart who committed himself towards ensuring India is free and leads a life of dignity. We are committed to fulfilling his ideals and creating a strong India. https://t.co/QpE967nuUH',Namo,Positive
"b'My first brush with a big city, organisational duties in the RSS and a yearly 5-day journey to a remote forest during Diwali\xe2\x80\xa6\n\nPart 3 of the interaction with @HumansOfBombay takes you through experiences from my youth &amp; a request for today\xe2\x80\x99s youngsters. \n\nhttps://t.co/lqJAFKGpbr'",Namo,Positive
"b'Celebrate, do not fear exams.\n\nI am glad that people not only from India but also from overseas are going to be a part of the  Pariksha Pe Charcha 2.0 programme. \n\nKeep sharing your exam experiences on MyGov so that others read and get inspired. https://t.co/OCJCfrWisx'",Namo,Positive
b'Inaugurated Centers of Excellence at Deen Dayal Hastkala Sankul. These centres will give a boost to those associated with the textiles and handicrafts sector and contribute to India\xe2\x80\x99s prosperity. https://t.co/mc2U98E1g5',Namo,Positive
b'Made an announcement at the #PBD2019. Know what it is... https://t.co/Y8Y5FfLGX1',Namo,Positive
"b'At the peak of his party\xe2\x80\x99s power, a former PM said that for every Rupee, only 15 paisa reaches the poor. Which was the hand that was siphoning off all funds?\n\nNDA Government\xe2\x80\x99s paradigm shift in Governance has ensured the fruits of development reach the intended beneficiaries. https://t.co/oKwe7dYaHc'",Namo,Negative
b'India is at the forefront of global leadership in various sectors. \n\nOur country is undertaking numerous initiatives to ensure a better tomorrow for the coming generations. https://t.co/AuiLYtDewG',Namo,Positive
b'Addressing the Pravasi Bharatiya Divas programme in Varanasi. Watch. https://t.co/BrhVZTLNxb',Namo,Positive
"b'Looking forward to being in beloved Kashi today for the Pravasi Bharatiya Divas. This is an excellent forum to engage with the Indian diaspora, which is distinguishing itself all over the world. #PBD2019 @PBDConvention'",Namo,Positive
b'I have had the privilege to visit the Sree Siddaganga Mutt and receive the blessings of His Holiness Dr. Sree Sree Sree Sivakumara Swamigalu. \n\nThe wide range of community service initiatives being done there are outstanding and are at an unimaginably large scale. https://t.co/wsmRp2cERd',Namo,Positive
"b'HH Dr. Sree Sree Sree Sivakumara Swamigalu remained at the forefront of ensuring better healthcare and education facilities for the marginalised. \n\nHe represents the best of our traditions of compassionate service, spirituality and protecting the rights of the underprivileged. https://t.co/Tp6o5ULU2d'",Namo,Positive
"b'His Holiness Dr. Sree Sree Sree Sivakumara Swamigalu lived for the people, especially the poor and vulnerable.  He devoted himself towards alleviating ills like poverty, hunger and social injustice. \n\nPrayers and solidarity with his countless devotees spread all across the world. https://t.co/AqgOLgqTrn'",Namo,Positive
"b'Statehood Day greetings to the people of Tripura. In less than a year, the state has made remarkable progress. It is realising it\xe2\x80\x99s true potential and people\xe2\x80\x99s aspirations are being fulfilled at a record pace. May this spirit grow further in the coming years.'",Namo,Positive
"b'Manipur is blessed with immense natural beauty and hardworking citizens. I can never forget the affection I have got in the state. \n\nOn their Statehood Day, I greet my sisters and brothers of Manipur. \n\nMay the state continue scaling new heights of development.'",Namo,Positive
"b'On the special occasion of their Statehood Day, greetings to the people of Meghalaya. \n\nPeople from Meghalaya have made a notable contribution to our country. I pray for the state\xe2\x80\x99s continuous progress.'",Namo,Positive
b'Not losers but Rockstars! \n\nNo selfie Jab We Met but there will always be another occasion. :) https://t.co/1Ud7D5jIvd',Namo,Positive
b'Thank you Divya Ji. https://t.co/wfnj7SE5lT',Namo,Positive
"b'The entire nation admires Jeetendra Ji for his acting. And, as I said yesterday, he is full of energy! https://t.co/lduFaOnvpu'",Namo,Positive
"b'As far as the issue of mining in Goa is concerned, the Centre, State Government and BJP MPs from the state are looking at all possible ways to solve the matter.\n\nBJP will always safeguard the rights and wellbeing of the poor. https://t.co/XyGt9SNdgi'",Namo,Negative
b'The NDA government in unwavering in our commitment to social justice. \n\nThose who ruled the nation for years had no vision or roadmap to ensure empowerment for all. https://t.co/8H8qh5wawU',Namo,Positive
b'This question by a @BJP4Maharashtra Karyakarta reminded me of the days when I worked in the party organisation. \n\nI also spoke about why BJP is different from other parties. https://t.co/TGhzBOL7zA',Namo,Negative
b'Interacting with BJP Karyakartas from Maharashtra and Goa. Watch. https://t.co/CspK2fzfE4',Namo,Positive
"b'Asha Ji, thank you for gracing the programme with your presence. The entire nation looks up to you for your stupendous contribution to the film world. @ashabhosle https://t.co/wE77ZtZSD0'",Namo,Positive
"b'Yes, I agree with you. @itsBhushanKumar https://t.co/ruBrdzVayp'",Namo,Negative
"b'In addition to preservation, I hope this museum emerges as a centre of inspiration, where people get to see the more minute aspects of acting, production, film making and more. \n\nIt will further endear the film world to the people. https://t.co/8zG13bimnZ'",Namo,Positive
"b""I enjoyed interacting with you and other members of the film fraternity. This community has been at the forefront of showcasing India's culture internationally. @kunalkohli https://t.co/OaceS70tBj""",Namo,Positive
b'We have several talented youngsters and we also have so many talented film personalities who can mentor these youth. \n\nChannelising this talent through such universities can be extremely beneficial. https://t.co/o8kxe5wLdw',Namo,Positive
b'The wonderful city of Mumbai is now home to the excellent National Museum of Indian Cinema. \n\nHere are some pictures. https://t.co/F9Jb9tM8IB',Namo,Positive
"b'Their day begins with Modi, ends with Modi.\n\nAll they want to do is further their own dynasties. \n\nThey have zero vision for India. \n\nOur approach is different. \n\nFor us, India is everything, 130 crore Indians are everything. https://t.co/9aEOSwYhRh'",Namo,Negative
b'Entire Opposition hates me because my \xe2\x80\x98crimes\xe2\x80\x99 are:\n\nWaging the toughest war against corruption.\n\nStopping the reign of middlemen from the corridors of power.\n\nGiving the poor what belongs to them in the first place but was denied for years. https://t.co/EK8DrHeAhO',Namo,Negative
b'Celebrating cinema. Inaugurating National Museum of Indian Cinema in Mumbai. https://t.co/NiXR2vwWfm',Namo,Positive
b'Our only aim is development. We want to work for 130 crore Indians. Speaking in Silvassa. Watch. https://t.co/siNw1l2lMI',Namo,Positive
"b'Had the privilege of inaugurating the Larsen and Toubro Armoured Systems Complex in Hazira, Gujarat. \n\nBoosting \xe2\x80\x98Make in India\xe2\x80\x99 in the defence sector is our endeavour. I am glad that the private sector too is supporting this pursuit and making a valuable contribution. https://t.co/2zJynr5aCw'",Namo,Positive
b'I congratulate the entire team of Larsen &amp,Namo,Positive
b'Checking out the tanks at L&amp,Namo,Negative
b'The first #MannKiBaat of 2019 will take place on the 27th of this month. Share your ideas and suggestions for it. \n\nDial 1800-11-7800 and record your message. You can also share inputs on the MyGov Open Forum or the NaMo App. https://t.co/uVMtqj7GBj',Namo,Negative
"b""Tomorrow evening, I will be in Mumbai to inaugurate the National Museum of Indian Cinema. \n\nThis museum will showcase the rich history of Indian cinema and highlight the contribution of cinema in our country's progress.""",Namo,Positive
"b'The m-Arogya App will be launched tomorrow along with door to door waste collection, segregation and processing of solid waste facilities in Dadra and Nagar Haveli.\n\nI would also be addressing a public meeting at Silvassa.'",Namo,Positive
"b'An IT policy for Dadra and Nagar Haveli will be released tomorrow. I congratulate the local administration for emphasising on the power of technology. \n\nThrough technology, effective service delivery is possible and transparency is furthered.'",Namo,Positive
"b""Several development projects for Daman and Diu, and Dadra and Nagar Haveli will be launched tomorrow. PM Jan Arogya Yojana certificates and Forest Rights certificates will be distributed to beneficiaries as well. Glad that the Centre's schemes are touching the lives of the poor.""",Namo,Positive
b'I shall be visiting Hazira tomorrow. I would be dedicating L&amp,Namo,Positive
"b'Had an excellent meeting with PM @larsloekke of Denmark.\n\nDenmark is a valued friend and we discussed deepening cooperation in energy, trade, agriculture and other areas. https://t.co/p3eP0jqUMW'",Namo,Positive
b'The champion of chess! \n\nYoung D Gukesh has made the country proud by his accomplishment. His diligence and perseverance are noteworthy!  \n\nCongratulations to him and best wishes for his future endeavours. https://t.co/Ot7uf8zGzu',Namo,Positive
b'Here is a unique contest that strengthens the Swachh Bharat Mission! \n\nIn two weeks ten lakh rural toilets have already been painted.\n\nShare your Swachh Sundar Shauchalaya using #MyIzzatGhar. https://t.co/TudNPDqgbc',Namo,Positive
b'The Government of India is making every effort to ensure the fruits of development reach every citizen with ease and efficiency. https://t.co/kRovd5ZwED',Namo,Positive
b'New infrastructure for New India.\n\nTransformative measures that are leading to transformative outcomes. https://t.co/1O44Yz9KjH',Namo,Positive
"b'Doing business in India is easier, cheaper, faster and smarter. https://t.co/DkN3is5Iyj'",Namo,Positive
b'Those who have been visiting India in the last four years have seen first hand the series of transformations taking place. \n\nWe are reducing government and enhancing governance. https://t.co/KAVoPe0m5D',Namo,Positive
b'The Vibrant Gujarat Summit has:\n\nDignity of the presence of top political leaders.\n\nEnergy of CEOs and corporate leaders.\n\nGravitas of institutions and opinion makers.\n\nVitality of young enterprises and start-ups. https://t.co/roIIDySB2I',Namo,Positive
"b'India is honoured to host the President of the Republic of Uzbekistan, Mr. Shavkat Mirziyoyev. \n\nWe had fruitful talks on the sidelines of the Vibrant Gujarat Summit in Gandhinagar. We discussed various aspects relating to India-Uzbekistan ties. @president_uz https://t.co/Y14sqvBFtt'",Namo,Positive
b'Vibrant Gujarat has emerged as a global forum. Addressing the Summit now. Watch. https://t.co/yhV4EkwGoy',Namo,Positive
b'His Holiness Dr. Sree Sree Sree Sivakumara Swamigalu is a remarkable personality and has positively impacted crores of lives through his outstanding service. \n\nThe entire nation is praying for his speedy recovery and good health.',Namo,Positive
"b'At the inauguration of the Ahmedabad Shopping Festival, I talked at length about the numerous steps taken by the Central Government for the MSME sector. Our small entrepreneurs are exceptionally talented and we are committed to ensuring the right platform for them to prosper.'",Namo,Positive
"b'For a long time, access to proper healthcare was considered out of reach for the poor. Ayushman Bharat changed that. \n\nOurs is a Government that cares for the downtrodden and we want to ensure that they lead healthy lives. https://t.co/F8S10bO03o'",Namo,Positive
"b'The Sardar Vallabhbhai Patel Institute of Medical Sciences and Research is an excellent public hospital, which will strengthen the efforts to provide quality healthcare to the poor.\n\nAm glad to have inaugurated the hospital and seen parts of it. https://t.co/Fbt0pwVxH7'",Namo,Positive
"b'Dr. Vikram Sarabhai was an outstanding scientist, whose contribution to the nation has been extremely rich.\n\nToday in Ahmedabad, a statue of Dr. Sarabhai was inaugurated in the presence of his family. https://t.co/nDSkfnYx4M'",Namo,Positive
b'Thank you Mr. Bill Gates for your appreciation. \n\nAyushman Bharat stems out of our commitment to provide top quality and affordable healthcare to the poor. \n\nThe first 100 days have been remarkable! Large number of people benefited and lot more will in the coming days. @BillGates https://t.co/fiT46VUu9r',Namo,Positive
b'The Ahmedabad Shopping Festival is amazing! Come visit. https://t.co/n88PkETs3X',Namo,Positive
b'Inaugurating the Sardar Patel hospital in Ahmedabad. Watch my speech. https://t.co/CbH4WIwLd9',Namo,Positive
b'I commend the energetic @BJYM team for their #VijayLaksh2019 movement that will mobilise Yuva Shakti from all over India on a large scale for a strong mandate for the BJP. \nOur Party is fully committed to fulfilling the dreams and aspirations of our talented youngsters. #NaMoYuva https://t.co/A3BqY0p1i2',Namo,Positive
"b'Individuals like Mr. Yohei Sasakawa motivate millions of people. He is at the forefront of many philanthropic initiatives. \n\nHis compassionate nature can be seen in the manner in which he\xe2\x80\x99s worked to eliminate leprosy. \n\nCongratulations to him for the Gandhi Peace Prize, 2018.'",Namo,Positive
"b'Education is a strong means to empowerment and Ekal Abhiyan Trust is working in remote areas, so that children from tribal families get the opportunity to study. \n\nTheir role in furthering women empowerment is laudatory. \n\nCongratulations to them for the Gandhi Peace Prize, 2017.'",Namo,Positive
"b'The Sulabh International family has added immense strength to the Swachh Bharat movement. \n\nThis is a team that is working constantly at the grassroots level to realise Bapu\xe2\x80\x99s dream of a clean India. \n\nI congratulate Sulabh International for the Gandhi Peace Prize, 2016.'",Namo,Positive
"b'The Akshaya Patra Foundation\xe2\x80\x99s determined efforts ensure nutritious meals for many. \n\nTheir outstanding work has also ensured more children go to school. \n\nI congratulate them for the Gandhi Peace Prize, 2016. @AkshayaPatra'",Namo,Positive
"b'The Vivekananda Kendra is doing commendable work towards the development of our villages. \n\nTheir initiatives to improve education and community service have touched several lives, particularly youngsters. \n\nI congratulate @vkendra for the Gandhi Peace Prize, 2015.'",Namo,Positive
b'The Ahmedabad Shopping Festival will also be inaugurated tomorrow. The Festival offers an exceptional opportunity for local entrepreneurs to showcase their products.',Namo,Positive
"b'Tomorrow in Ahmedabad, I will inaugurate the Sardar Vallabhbhai Patel Institute of Medical Sciences and Research. \n\nThis is state-of-the-art public hospital will provide top quality healthcare to the people of Gujarat. https://t.co/hsEAQmuDgh'",Namo,Positive
"b'Over the next two days, I would be attending various programmes in Gujarat, including the Vibrant Gujarat Summit 2019. \n\nSince its inception in 2003, the Summit has played a key role in bringing more investment to Gujarat and enhancing the state\xe2\x80\x99s progress. https://t.co/ZTARaLmCVk'",Namo,Positive
b'Adorable picture! Such support is my biggest source of strength. https://t.co/P2Uu4XxcA2',Namo,Positive
b'It is a wonderful family! :) https://t.co/RlbYqA8aZS',Namo,Positive
"b'These interactions via the NM Mobile App are healthy and extensive discussions between the family of BJP Karyakartas. There is no formality. \n\nBJP is proud of each and every Karyakarta, who makes the party strong. https://t.co/UTi35QJuda'",Namo,Positive
"b""India's progress is not complete till the eastern part of our nation grows. \n\nIt is a privilege to work for the people of the region. \n\nTremendous work is underway in all sectors that will further 'Ease of Living.' https://t.co/bezXSuOCBt""",Namo,Positive
b'Prayed for the development of India and the peace and happiness of 130 crore Indians at the Sree Padmanabhaswamy Temple. https://t.co/a9PvVY5sDQ',Namo,Positive
"b'To the UDF and LDF I say: \n\nDo not under estimate the BJP Karyakarta.\n\nYour taunts &amp; your violence cannot break the morale of the BJP Karyakarta.\n\nYou should see what happened in Tripura.\n\nWhat happened in Tripura, will happen in Kerala! https://t.co/RV4uU5l7ez'",Namo,Negative
b'The UDF and the LDF are two sides of the same old coin. https://t.co/whOx0gGSzF',Namo,Positive
"b'If there is one party that has been at the forefront of standing with Kerala and its culture, it is the BJP.\n\nFor us, the people of Kerala and their aspirations are not a matter of convenience but of conviction. https://t.co/fuZghSuJdn'",Namo,Positive
"b'The tribal communities of Odisha are the pride of the state. We can learn lots from their culture and traditions. \n\nThe NDA Government has taken numerous steps to improve education and sporting facilities, which will directly benefit tribal communities. https://t.co/jgGo2tB6NM'",Namo,Negative
"b'Making every effort for Odisha\xe2\x80\x99s progress.\n\nInaugurated/laid the foundations for projects worth over Rs. 1500 crore. These projects will have a transformative impact on Odisha\xe2\x80\x99s progress.\n\nThey will also draw more tourists, who can see the exceptional Odia culture. https://t.co/HPCFznHbsN'",Namo,Positive
b'Thank you Kollam for the warm welcome and support. Addressing a rally. Watch. https://t.co/YfPSctMGEb',Namo,Positive
b'Addressing a programme to mark the inauguration of Kollam bypass. https://t.co/1B6tbnvAw7',Namo,Positive
"b'Pariksha Pe Charcha 2.0 will be an interesting conversation with students, parents and teachers on exams, life and more. Participate in this unique contest and get a chance to be there at the event in Delhi! https://t.co/SFxZZNb9Zh'",Namo,Positive
"b'Best wishes to all those taking part in #GAvS2019!\n\nMay the Summit witness extensive and insightful discussions relating to the aviation sector.\n\nOur Government is actively working on enhancing aviation infrastructure, improving connectivity and making flying more affordable. https://t.co/uTxfvD5KVc'",Namo,Positive
b'Euphoric atmosphere at the rally in Balangir. Watch. https://t.co/5sYN7JfRFu',Namo,Positive
b'Furthering \xe2\x80\x98Ease of Living\xe2\x80\x99 for Odisha\xe2\x80\x99s citizens. Inaugurating development works in Balangir. https://t.co/qMo8rrAQsg',Namo,Positive
b'In Thiruvananthapuram I would visit the  Sree Padmanabhaswamy Temple. A series of welfare measures for pilgrims would be inaugurated as well.',Namo,Positive
b'I look forward to visiting Kerala tomorrow. I would be in Kollam and Thiruvananthapuram for various programmes.\n\nThe Kollam bypass on NH-66 would be inaugurated. This project improve the traffic situation and enhance connectivity.',Namo,Positive
"b'More development works that will be inaugurated are:\n\nBridge no. 588 between Therubali-Singapur road station.\n\nPassport Sewa Kendras at Jagatsinghpur, Kendrapara, Puri, Kandhamal, Bargarh and Balangir.\n\nRenovation and restoration works at Asurgarh Fort in Kalahandi.'",Namo,Positive
b'Projects that would be inaugurated include:\n\n28.3 acre Multi Modal Logistics (MMLP) Jharsuguda.\n\nBalangir-Bicchupalli new rail line. \n\nElectrification of 813 km of Jharsuguda-Vizinagaram and Sambalpur-Angul lines.\n\nDoubling of Barpali-Dungaripali and Balangir-Deogaon road line.',Namo,Positive
"b'There is something special about Odisha, that draws me to the state so often! \n\nTomorrow I will be in Balangir to inaugurate and lay the foundation stones for several development works, which will have a transformative impact on Odisha\xe2\x80\x99s progress.'",Namo,Positive
b'Greetings on the special occasion of Magh Bihu. https://t.co/o1EiTdlJDa',Namo,Positive
b'Best wishes on Pongal! https://t.co/tZlvGLXgOZ',Namo,Positive
"b'I have often been a part of the anniversary celebrations of Thuglak but unfortunately, this time I have not been able to. However, I request the readers to send me their questions, which I would be glad to answer in the next issue. @sgurumurthy'",Namo,Negative
"b'Greetings to the readers of Thuglak as the magazine marks its 49th anniversary. \n\nI also pay my tributes to the fearless and phenomenal Cho Ramaswamy, who nurtured Thuglak and took it to new heights.'",Namo,Positive
"b""I want your direct feedback on various issues\xe2\x80\xa6take part in the survey on the \xe2\x80\x98Narendra Modi Mobile App.' https://t.co/hdshOPnOEY""",Namo,Negative
"b'The BJP is the party that can cater to the aspirations of the first time voter. \n\nSuch a voter wants development and not dynasty. \n\nSuch a voter wants performance and not promises. \n\nHence, we seek their blessings. https://t.co/W0bnW2LJ41'",Namo,Negative
b'Tamil Nadu has a strong MSME sector and we are proud of the spirit of enterprise the state is blessed with. \n\nA BJP Karyakarta asked me about the NDA government\xe2\x80\x99s efforts for the sector. \n\nHere\xe2\x80\x99s what I said. https://t.co/QWavlrlgAb',Namo,Positive
b'Made a request to BJP Karyakartas from all over India. Know what it is. https://t.co/GjIiidTkzc',Namo,Negative
b'A fruitful interaction with Tamil Nadu BJP Karyakartas. Watch. https://t.co/usKt1MJJx9',Namo,Positive
b'Releasing a commemorative coin in honour of Sri Guru Gobind Singh Ji. https://t.co/roj8OyZmOQ',Namo,Positive
b'I bow to Sri Guru Gobind Singh Ji on his Jayanti.\n\n\xe0\xa8\xae\xe0\xa9\x88\xe0\xa8\x82 \xe0\xa8\xb8\xe0\xa8\xbe\xe0\xa8\xb9\xe0\xa8\xbf\xe0\xa8\xac-\xe0\xa8\x8f-\xe0\xa8\x95\xe0\xa8\xae\xe0\xa8\xbe\xe0\xa8\xb2 \xe0\xa8\xb8\xe0\xa8\xb0\xe0\xa8\xac\xe0\xa9\xb0\xe0\xa8\xb8 \xe0\xa8\xa6\xe0\xa8\xbe\xe0\xa8\xa8\xe0\xa9\x80 \xe0\xa8\xb8\xe0\xa8\xbe\xe0\xa8\xb9\xe0\xa8\xbf\xe0\xa8\xac \xe0\xa8\xb8\xe0\xa9\x8d\xe0\xa8\xb0\xe0\xa9\x80 \xe0\xa8\x97\xe0\xa9\x81\xe0\xa8\xb0\xe0\xa9\x82 \xe0\xa8\x97\xe0\xa9\x8b\xe0\xa8\xac\xe0\xa8\xbf\xe0\xa9\xb0\xe0\xa8\xa6 \xe0\xa8\xb8\xe0\xa8\xbf\xe0\xa9\xb0\xe0\xa8\x98 \xe0\xa8\xae\xe0\xa8\xb9\xe0\xa8\xbe\xe0\xa8\xb0\xe0\xa8\xbe\xe0\xa8\x9c \xe0\xa8\x9c\xe0\xa9\x80 \xe0\xa8\xa6\xe0\xa9\x87 \xe0\xa8\xaa\xe0\xa9\x8d\xe0\xa8\xb0\xe0\xa8\x95\xe0\xa8\xbe\xe0\xa8\xb8\xe0\xa8\xbc \xe0\xa8\xaa\xe0\xa9\x81\xe0\xa8\xb0\xe0\xa8\xac \xe0\xa8\xa6\xe0\xa9\x80 \xe0\xa8\xb8\xe0\xa8\xae\xe0\xa9\x82\xe0\xa8\xb9 \xe0\xa8\xb8\xe0\xa9\xb0\xe0\xa8\x97\xe0\xa8\xa4\xe0\xa8\xbe\xe0\xa8\x82 \xe0\xa8\xa8\xe0\xa9\x82\xe0\xa9\xb0 \xe0\xa8\xb5\xe0\xa8\xa7\xe0\xa8\xbe\xe0\xa8\x88 \xe0\xa8\xa6\xe0\xa8\xbf\xe0\xa9\xb0\xe0\xa8\xa6\xe0\xa8\xbe \xe0\xa8\xb9\xe0\xa8\xbe\xe0\xa8\x82 \xe0\xa8\xa4\xe0\xa9\x87 \xe0\xa8\x97\xe0\xa9\x81\xe0\xa8\xb0\xe0\xa9\x82 \xe0\xa8\xb8\xe0\xa8\xbe\xe0\xa8\xb9\xe0\xa8\xbf\xe0\xa8\xac \xe0\xa8\x85\xe0\xa9\xb1\xe0\xa8\x97\xe0\xa9\x87 \xe0\xa8\xb8\xe0\xa9\x80\xe0\xa8\xb8 \xe0\xa8\x9d\xe0\xa9\x81\xe0\xa8\x95\xe0\xa8\xbe\xe0\xa8\x89\xe0\xa8\x82\xe0\xa8\xa6\xe0\xa8\xbe \xe0\xa8\xb9\xe0\xa8\xbe\xe0\xa8\x82\xe0\xa5\xa4 https://t.co/Pt4k2BgLDS',Namo,Positive
"b'We have come a long way.\n\nBack in the day, aeroplanes would wait to escort middlemen who were close to one party and one family.\n\nNow, middlemen are being forced to return to India.\n\nWhat they looted will have to be returned and those for whom they looted will be punished. https://t.co/Ummbdonp0b'",Namo,Negative
b'We want India\xe2\x80\x99s youth to express and excel. \n\nThe Government is creating an environment that gives our Yuva Shakti the platform to showcase their skills as well as talents. https://t.co/9805cqZg0l',Namo,Negative
b'Addressing the @BJP4India meeting in Delhi. Watch. https://t.co/TCdqAE7XG8',Namo,Positive
"b'The thoughts and ideals of #SwamiVivekananda inspire and energise crores of Indians, particularly our youth. \n\nIt is from him that we draw the motivation of building an India that is strong, vibrant, inclusive and an India that takes global leadership in several areas.'",Namo,Positive
b'Attended the @BJP4India National Convention in Delhi today. https://t.co/sxFIK6tR5I',Namo,Positive
"b'UPA did not bother about our defence sector. \n\nThey were always looking for deals, and so, naturally the nation suffered. https://t.co/Wvs8v94RQO'",Namo,Positive
b'I consider it my privilege that I got the opportunity to work for my sisters and brothers of Tamil Nadu.\n\nHere are some of the efforts undertaken by the Central Government. https://t.co/VxZjALYy5Z',Namo,Positive
b'A BJP Karyakarta asked me about possible alliances in Tamil Nadu.\n\nHere is what I said. https://t.co/t2Myydl63g',Namo,Negative
b'Talking to BJP Karyakartas from Tamil Nadu. Watch the interaction. https://t.co/sfvUovw3bJ',Namo,Positive
"b'It is in the Himalayas that I learnt about oneness with nature. The mighty mountains also taught me the importance of humility.\n\nHere is the second part of my chat with @HumansOfBombay, where I talk about an interesting phase of my life.\n\nhttps://t.co/yaTXrXn7dO'",Namo,Positive
"b'Passage of The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019 in both Houses of Parliament is a victory for social justice.\n\nIt ensures a wider canvas for our Yuva Shakti to showcase their prowess and contribute towards India\xe2\x80\x99s transformation.'",Namo,Positive
"b'Delighted the Rajya Sabha has passed The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019. \n\nGlad to see such widespread support for the Bill. \n\nThe House also witnessed a vibrant debate, where several members expressed their insightful opinions.'",Namo,Positive
b'These pictures from Agra indicate the affection towards BJP.\n\nThe working of the Central Government and UP Government have endeared our Party to the people. \n\nOpportunist alliances will never be accepted by people. https://t.co/3tpNdzuZJQ',Namo,Positive
"b'We are not only cleaning our villages and cities but also the corridors of power from the dirt of corruption and middlemen. No wonder, those who think it\xe2\x80\x99s their divine right to rule dislike me vehemently. \n\nI will continue to clean the system and ensure transparency. https://t.co/iX8Qn0hcMR'",Namo,Negative
"b'Those who remained in power for several decades never accorded priority to ensuring housing for all. \n\nOn the contrary, their lack of concern forced people to be homeless. \n\nThe last 4 years witnessed record construction of houses, guided by a people-centric approach. https://t.co/vhAjQAnAD9'",Namo,Positive
b'Sharing some pictures from the massive gathering in Solapur. https://t.co/kx6PCbG4BM',Namo,Neutral
"b'My best wishes to all young friends taking part in the Khelo India Youth Games, which are beginning in Pune today. \n\nMay this tournament showcase the best sporting talent and give our youth a platform to fulfil their sporting dreams. @kheloindia'",Namo,Positive
b'Furthering \xe2\x80\x98Ease of Living\xe2\x80\x99 for people of Agra through development works.   Watch my speech. https://t.co/1YJaIvDjXQ',Namo,Positive
b'Hello Solapur!   Glad to be in this wonderful city. Addressing a public meeting. Watch. https://t.co/ZBo0n8suQ4',Namo,Positive
"b'We are resolutely committed to the principle of \xe2\x80\x98Sabka Saath, Sabka Vikas.\xe2\x80\x99 \n\nIt is our endeavour to ensure that every poor person, irrespective of caste or creed gets to lead a life of dignity, and gets access to all possible opportunities.'",Namo,Positive
"b'I thank MPs from all the parties who supported The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019 in the Lok Sabha. \n\nI also appreciate those MP colleagues who enriched today\xe2\x80\x99s debate with their views.'",Namo,Positive
"b'The passage of The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019 in the Lok Sabha is a landmark moment in our nation\xe2\x80\x99s history. \n\nIt sets into motion the process to achieve an effective measure that ensures justice for all sections of society.'",Namo,Positive
"b'Attended the Inaugural Session of #Raisina2019, addressed by PM @erna_solberg. \n\nShe shared insightful views on several subjects. @raisinadialogue https://t.co/yuYygW4Nv0'",Namo,Positive
"b'In Agra, the foundation stones for the following projects will be laid:\n\nIntegrated Command and Control Centre for Agra Smart City. \n\nUpgradation of SN Medical College, Agra. \n\nVarious other development projects.'",Namo,Positive
